id,name,category,sn,status,location
PPC044881,"Tee | 4"" 150# x 4"" 150 | 10"" OAL Studded",Valves,P555-1170,Available,"Red Deer"
PPC044882,"Tee | 4"" 150# x 4"" 150 | 10"" OAL Studded",Valves,P555-1173,Available,"Red Deer"
PPC044883,"Tee | 4"" 150# x 4"" 150 | 10"" OAL Studded",Valves,P555-1166,Available,"Red Deer"
PPC044888,"Tee | 4"" 150# x 4"" 150 | 10"" OAL Studded",Valves,P555-1169,Available,"Red Deer"
PPC044820,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1120,Available,"Red Deer"
PPC044824,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1129,Available,"Red Deer"
PPC044825,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1118,Available,"Red Deer"
PPC044829,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1125,Available,"Red Deer"
PPC044832,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1128,Available,"Red Deer"
PPC044823,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1114,Available,"Red Deer"
PPC044850,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1135,Available,"Red Deer"
PPC044852,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1150,Available,"Red Deer"
PPC044818,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1119,Available,"Red Deer"
PPC044819,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1124,Available,"Red Deer"
PPC044821,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1123,Available,"Red Deer"
PPC044828,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1121,Available,"Red Deer"
PPC044849,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1133,Available,"Red Deer"
PPC044851,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1149,Available,"Red Deer"
PPC044822,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1117,Available,"Red Deer"
PPC044826,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1122,Available,"Red Deer"
PPC044827,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1113,Available,"Red Deer"
PPC044831,"Tee | 6"" 150# x 4"" 150# Flanged",Valves,P555-1127,Available,"Red Deer"
PPC046019,"Two Way Check Valve | 4""",Valves,1833526.0,New,"Red Deer"
PPC046020,"Two Way Check Valve | 4""",Valves,1833522.0,New,"Red Deer"
PPC046015,"Two Way Check Valve | 5""",Valves,1728334.0,New,"Red Deer"
PPC046016,"Two Way Check Valve | 5""",Valves,1728340.0,New,"Red Deer"
PPC046017,"Two Way Check Valve | 5""",Valves,1728355.0,New,"Red Deer"
PPC046018,"Two Way Check Valve | 5""",Valves,1728331.0,New,"Red Deer"
"PPC 000492","Valve | 2-1/16"" 15K",Flowback,214130.0,Available,"Red Deer"
"PPC 000533","Valve | 2-1/16"" 15K",Flowback,214134/,Available,"Red Deer"
"PPC 001938","Valve | 2-1/16"" 15K",Flowback,79231.0,Available,"Red Deer"
"PPC 001937","Valve | 2-1/16"" 15K",Flowback,79232.0,Available,"Red Deer"
"PPC 001939","Valve | 2-1/16"" 15K",Flowback,79235.0,Available,"Red Deer"
"PPC 003413","Valve | 2-1/16"" 15K",Flowback,81785.0,Available,"Red Deer"
"PPC 003417","Valve | 2-1/16"" 15K",Flowback,81775.0,Available,"Red Deer"
"PPC 003365","Valve | 2-1/16"" 15K",Flowback,81788.0,Available,"Red Deer"
"PPC 003416","Valve | 2-1/16"" 15K",Flowback,81769.0,Available,"Red Deer"
"PPC 030532","Valve | 2-1/16"" 15K",Flowback,PA17469,Available,"Red Deer"
"PPC 030533","Valve | 2-1/16"" 15K",Flowback,PA17467,Available,"Red Deer"
PPC028764,"Valve | 2-1/16"" 15K",Flowback,H26956-1-015,Available,"Red Deer"
PPC028766,"Valve | 2-1/16"" 15K",Flowback,H25411-1-010,Available,"Red Deer"
PPC029105,"Valve | 2-1/16"" 15K",Flowback,H26056-1-002,Available,"Red Deer"
PPC029271,"Valve | 2-1/16"" 15K",Flowback,F20316-1-018,Available,"Red Deer"
PPC029278,"Valve | 2-1/16"" 15K",Flowback,H27853-1-003,Available,"Grand Prairie"
PPC028649,"Valve | 2-1/16"" 15K Hydraulic Gate Valve",Flowback,H26956-1-12017,Available,"Grand Prairie"
"PPC 009084","Valve | 2-1/16"" 15K Manual Gate Valve",Flowback,216339.0,Available,"Red Deer"
"PPC 000181","Valve | 4-1/16"" 15K",Valves,214959.0,Available,Nisku
"PPC 000183","Valve | 4-1/16"" 15K",Valves,214961.0,"Under Review","Red Deer"
"PPC 000159","Valve | 4-1/16"" 15K",Valves,210937.0,Available,Nisku
"PPC 000161","Valve | 4-1/16"" 15K",Valves,210939.0,Available,Nisku
"PPC 000168","Valve | 4-1/16"" 15K",Valves,214966.0,Available,Nisku
"PPC 000170","Valve | 4-1/16"" 15K",Valves,214969.0,Available,Nisku
"PPC 000171","Valve | 4-1/16"" 15K",Valves,213704.0,"Under Review","Red Deer"
"PPC 001095","Valve | 4-1/16"" 15K",Valves,1664-18,Available,"Red Deer"
"PPC 001096","Valve | 4-1/16"" 15K",Valves,1664-2,Available,Nisku
"PPC 001118","Valve | 4-1/16"" 15K",Valves,1664-5,Available,Nisku
"PPC 000719","Valve | 4-1/16"" 15K",Valves,215877.0,Available,Nisku
"PPC 000814","Valve | 4-1/16"" 15K",Valves,215875.0,Available,Nisku
"PPC 001175","Valve | 4-1/16"" 15K",Valves,1175-35,Available,"Red Deer"
"PPC 001338","Valve | 4-1/16"" 15K",Valves,219528.0,Available,Nisku
"PPC 001481","Valve | 4-1/16"" 15K",Valves,1755-25,Available,"Red Deer"
"PPC 001655","Valve | 4-1/16"" 15K",Valves,219238.0,Available,Nisku
"PPC 001487","Valve | 4-1/16"" 15K",Valves,219543.0,Available,"Red Deer"
"PPC 002269","Valve | 4-1/16"" 15K",Valves,222307.0,"Under Review","Red Deer"
"PPC 002515","Valve | 4-1/16"" 15K",Valves,BBR-11132,Available,Nisku
"PPC 001337","Valve | 4-1/16"" 15K",Valves,219530.0,Available,Nisku
"PPC 001544","Valve | 4-1/16"" 15K",Valves,219539.0,Available,Nisku
"PPC 001972","Valve | 4-1/16"" 15K",Valves,220423.0,Available,Nisku
"PPC 004084","Valve | 4-1/16"" 15K",Valves,225789.0,Available,"Red Deer"
"PPC 004087","Valve | 4-1/16"" 15K",Valves,225790.0,Available,"Grand Prairie"
"PPC 004089","Valve | 4-1/16"" 15K",Valves,225788.0,Available,"Red Deer"
"PPC 004186","Valve | 4-1/16"" 15K",Valves,227074.0,Available,"Grand Prairie"
"PPC 004081","Valve | 4-1/16"" 15K",Valves,225784.0,Available,"Grand Prairie"
"PPC 004088","Valve | 4-1/16"" 15K",Valves,225793.0,"Under Review","Red Deer"
"PPC 020936","Valve | 4-1/16"" 15K",Valves,227580.0,Available,Nisku
"PPC 022138","Valve | 4-1/16"" 15K",Valves,234877.0,Available,Nisku
"PPC 022215","Valve | 4-1/16"" 15K",Valves,235383.0,Available,Nisku
"PPC 021983","Valve | 4-1/16"" 15K",Valves,234868.0,Available,Nisku
"PPC 022220","Valve | 4-1/16"" 15K",Valves,235386.0,Available,"Red Deer"
"PPC 024595","Valve | 4-1/16"" 15K",Valves,235518.0,Available,"Red Deer"
"PPC 024600","Valve | 4-1/16"" 15K",Valves,235515.0,Available,Nisku
"PPC 032323","Valve | 4-1/16"" 15K",Valves,VE5715/1820061,Available,Nisku
"PPC 004185","Valve | 4-1/16"" 15K",Valves,227078.0,Available,"Grand Prairie"
PPC046943,"Valve | 4-1/16"" 15K",Valves,1175-67,"Under Review","Red Deer"
"PPC 000580","Valve | 5-1/8"" 15K",Valves,194323.0,Available,"Red Deer"
"PPC 000151","Valve | 5-1/8"" 15K",Valves,207548.0,Available,"Grand Prairie"
"PPC 000732","Valve | 5-1/8"" 15K",Valves,216712.0,Available,"Red Deer"
"PPC 000723","Valve | 5-1/8"" 15K",Valves,216709.0,Available,"Red Deer"
"PPC 001046","Valve | 5-1/8"" 15K",Valves,1232-7,Available,"Red Deer"
"PPC 001649","Valve | 5-1/8"" 15K",Valves,221521.0,Available,"Red Deer"
"PPC 001625","Valve | 5-1/8"" 15K",Valves,221518.0,Available,Nisku
"PPC 001496","Valve | 5-1/8"" 15K",Valves,HW1232-21,Available,Nisku
"PPC 001954","Valve | 5-1/8"" 15K",Valves,222008.0,Available,"Red Deer"
"PPC 001955","Valve | 5-1/8"" 15K",Valves,222010.0,Available,"Red Deer"
"PPC 002063","Valve | 5-1/8"" 15K",Valves,222017.0,Available,"Red Deer"
"PPC 021207","Valve | 5-1/8"" 15K",Valves,233831.0,Available,Nisku
"PPC 021210","Valve | 5-1/8"" 15K",Valves,234556.0,Available,"Red Deer"
"PPC 032344","Valve | 5-1/8"" 15K",Valves,11930-2-5,Available,Nisku
"PPC 032339","Valve | 5-1/8"" 15K",Valves,TSPC11930-1-11,Available,"Red Deer"
"PPC 033512","Valve | 5-1/8"" 15K",Valves,PA1583,Available,"Grand Prairie"
"PPC 033693","Valve | 5-1/8"" 15K",Valves,TSPC11930-1-2,Available,"Grand Prairie"
PPC034021,"Valve | 5-1/8"" 15K",Valves,PA2232,Available,"Red Deer"
PPC034132,"Valve | 5-1/8"" 15K",Valves,TSPC11589-01-02,Available,"Grand Prairie"
PPC034233,"Valve | 5-1/8"" 15K",Valves,,Available,"Red Deer"
PPC040706,"Valve | 5-1/8"" 15K",Valves,PA10298,Available,Nisku
PPC041667,"Valve | 5-1/8"" 15K",Valves,241935.0,Available,"Red Deer"
PPC041974,"Valve | 5-1/8"" 15K",Valves,217893.0,In-Use,"Red Deer"
PPC042573,"Valve | 5-1/8"" 15K",Valves,BBR10820,Available,"Red Deer"
PPC046354,"Valve | 5-1/8"" 15K",Valves,200610.0,Available,"Red Deer"
"PPC 002652","Valve | 7-1/16"" 10K",Valves,179026.0,Available,"Red Deer"
"PPC 003021","Valve | 7-1/16"" 10K",Valves,223819.0,Available,"Red Deer"
"PPC 002234","Valve | 7-1/16"" 10K",Valves,,Available,"Grand Prairie"
"PPC 003142","Valve | 7-1/16"" 10K",Valves,224046.0,Available,"Grand Prairie"
"PPC 002859","Valve | 7-1/16"" 10K",Valves,223801.0,Available,"Red Deer"
"PPC 003133","Valve | 7-1/16"" 10K",Valves,223832.0,Available,"Red Deer"
"PPC 003684","Valve | 7-1/16"" 10K",Valves,224062.0,Available,"Grand Prairie"
"PPC 003785","Valve | 7-1/16"" 10K",Valves,224071.0,Available,"Grand Prairie"
"PPC 024109","Valve | 7-1/16"" 10K",Valves,28701079.0,Available,"Red Deer"
"PPC 032361","Valve | 7-1/16"" 10K",Valves,TSPC11583-1-5,Available,"Red Deer"
PPC033984,"Valve | 7-1/16"" 10K",Valves,,Available,"Grand Prairie"
PPC041535,"Valve | 7-1/16"" 10K",Valves,BBR-10863,Available,"Grand Prairie"
PPC043342,"Valve | 7-1/16"" 10K",Valves,15422-1-1,Available,"Red Deer"
PPC043546,"Valve | 7-1/16"" 10K",Valves,TSPC12322-8-18,Available,"Grand Prairie"
"PPC 000133","Valve | 7-1/16"" 15K",Valves,1834-11,Available,"Red Deer"
"PPC 003596","Valve | 7-1/16"" 15K",Valves,224299.0,Available,"Grand Prairie"
"PPC 022128","Valve | 7-1/16"" 15K",Valves,234779.0,Available,"Red Deer"
"PPC 030359","Valve | 7-1/16"" 15K",Valves,PA21135,Available,Nisku
"PPC 030286","Valve | 7-1/16"" 15K",Valves,PA21134,Available,"Red Deer"
"PPC 032416","Valve | 7-1/16"" 15K",Valves,1783-16,Available,"Red Deer"
"PPC 032764","Valve | 7-1/16"" 15K",Valves,TSPC-31518-1-1,Available,Nisku
"PPC 032759","Valve | 7-1/16"" 15K",Valves,PA7717,Available,Nisku
PPC034175,"Valve | 7-1/16"" 15K",Valves,1783-13,Available,"Grand Prairie"
PPC034459,"Valve | 7-1/16"" 15K",Valves,196153.0,Available,Nisku
PPC034810,"Valve | 7-1/16"" 15K",Valves,232576.0,Available,"Grand Prairie"
PPC041528,"Valve | 7-1/16"" 15K",Valves,244711.0,Available,"Red Deer"
PPC041553,"Valve | 7-1/16"" 15K",Valves,SN38,Available,Nisku
PPC043746,"Valve | 7-1/16"" 15K",Valves,PSSM1153,Available,"Grand Prairie"
PPC043822,"Valve | 7-1/16"" 15K",Valves,N6130030,Available,"Grand Prairie"
PPC043824,"Valve | 7-1/16"" 15K",Valves,N6130054,Available,"Red Deer"
PPC043845,"Valve | 7-1/16"" 15K",Valves,N6130083,Available,"Red Deer"
PPC044931,"Valve | 7-1/16"" 15K",Valves,TSPC228808-1-1,In-Use,"Grand Prairie"
"PPC 011716","Wear Sub | 2"" 1502 8.365""",Flowback,VB173-160,Available,"Red Deer"
"PPC 001092","Weco Cap | 3"" 1502",Valves,W334-46,Available,"Grand Prairie"
"PPC 020790","Weco Cap | 3"" 1502",Valves,F20349-4-D020,Available,"Red Deer"
"PPC 031617","Weco Cap | 3"" DC-15",Valves,PL20C648-07,Available,"Red Deer"
"PPC 031621","Weco Cap | 3"" DC-15",Valves,PL20C724-01,Available,"Red Deer"
"PPC 031620","Weco Cap | 3"" DC-15",Valves,PL20C525-08,Available,"Red Deer"
"PPC 000496","Weco Flange | 2-1/16"" 15K",Valves,1422-11,Available,"Red Deer"
"PPC 000569","Weco Flange | 2-1/16"" 15K",Valves,16K237-03,Available,"Grand Prairie"
"PPC 000499","Weco Flange | 2-1/16"" 15K",Valves,1422-11/,Available,"Red Deer"
"PPC 002071","Weco Flange | 2-1/16"" 15K",Valves,16699-11,Available,"Red Deer"
"PPC 003434","Weco Flange | 2-1/16"" 15K",Valves,J7C24A-083,Available,"Red Deer"
PPC047959,"Weco Flange | 2-1/16"" 15K",Valves,201810017.0,Available,"Red Deer"
PPC047960,"Weco Flange | 2-1/16"" 15K",Valves,201810027.0,Available,"Red Deer"
PPC047961,"Weco Flange | 2-1/16"" 15K",Valves,201810009.0,Available,"Red Deer"
PPC047962,"Weco Flange | 2-1/16"" 15K",Valves,201810031.0,Available,"Red Deer"
PPC047963,"Weco Flange | 2-1/16"" 15K",Valves,201810016.0,Available,"Red Deer"
PPC047964,"Weco Flange | 2-1/16"" 15K",Valves,201810024.0,Available,"Red Deer"
PPC029497,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,YB19-052-1-1-19,New,"Red Deer"
PPC029498,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,YB19-052-1-1-20,New,"Red Deer"
PPC029499,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,YB19-052-1-1-21,New,"Red Deer"
PPC029500,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,YB19-052-1-1-22,New,"Red Deer"
PPC029501,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,YB19-052-1-1-23,New,"Red Deer"
PPC029502,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,YB19-052-1-1-24,New,"Red Deer"
PPC029503,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,YB19-052-1-1-27,New,"Red Deer"
PPC029504,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,YB19-052-1-1-28,New,"Red Deer"
PPC029505,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,YB19-052-1-1-35,New,"Red Deer"
PPC029506,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,YB19-052-1-1-36,New,"Red Deer"
PPC029507,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,19D617-09,New,"Red Deer"
PPC029508,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,19D617-24,New,"Red Deer"
PPC048108,"Weco Flange | 2-1/16"" 15K x 2"" 1502 Thread",Valves,FLC0566,New,"Red Deer"
"PPC 030313","Weco Flange | 3-1/16"" 15K",Valves,PA1771,Available,"Grand Prairie"
"PPC 030560","Weco Flange | 3-1/16"" 15K",Valves,PA1879,Available,"Red Deer"
PPC044067,"Weco Flange | 3-1/16"" 15K",Valves,121718A10211,New,"Red Deer"
PPC044068,"Weco Flange | 3-1/16"" 15K",Valves,121018A10074,New,"Red Deer"
PPC044069,"Weco Flange | 3-1/16"" 15K",Valves,121018A10076,New,"Red Deer"
PPC044070,"Weco Flange | 3-1/16"" 15K",Valves,121718A10210,New,"Red Deer"
PPC044071,"Weco Flange | 3-1/16"" 15K",Valves,121718A10226,New,"Red Deer"
PPC044072,"Weco Flange | 3-1/16"" 15K",Valves,121018A10077,New,"Red Deer"
PPC044074,"Weco Flange | 3-1/16"" 15K",Valves,121718A10230,New,"Red Deer"
PPC044075,"Weco Flange | 3-1/16"" 15K",Valves,121718A10212,New,"Red Deer"
PPC044076,"Weco Flange | 3-1/16"" 15K",Valves,121018A10075,New,"Red Deer"
PPC044077,"Weco Flange | 3-1/16"" 15K",Valves,121718A10213,New,"Red Deer"
PPC044078,"Weco Flange | 3-1/16"" 15K",Valves,121018A10134,New,"Red Deer"
PPC044079,"Weco Flange | 3-1/16"" 15K",Valves,121018A10073,New,"Red Deer"
PPC044080,"Weco Flange | 3-1/16"" 15K",Valves,121018A10079,New,"Red Deer"
PPC044081,"Weco Flange | 3-1/16"" 15K",Valves,121718A10216,New,"Red Deer"
PPC044082,"Weco Flange | 3-1/16"" 15K",Valves,24409-1-003,New,"Red Deer"
PPC044084,"Weco Flange | 3-1/16"" 15K",Valves,121718A10209,New,"Red Deer"
PPC044085,"Weco Flange | 3-1/16"" 15K",Valves,121718A10231,New,"Red Deer"
PPC044086,"Weco Flange | 3-1/16"" 15K",Valves,121718A10215,Available,"Grand Prairie"
PPC044095,"Weco Flange | 3-1/16"" 15K",Valves,H27605-1-001,Available,"Red Deer"
PPC044097,"Weco Flange | 3-1/16"" 15K",Valves,H27605-1-003,Available,"Red Deer"
PPC044099,"Weco Flange | 3-1/16"" 15K",Valves,H27605-1-005,Available,"Red Deer"
PPC044101,"Weco Flange | 3-1/16"" 15K",Valves,H27605-1-007,Available,"Red Deer"
PPC044107,"Weco Flange | 3-1/16"" 15K",Valves,092309A10034,Available,"Red Deer"
PPC044108,"Weco Flange | 3-1/16"" 15K",Valves,GNE040223,Available,"Red Deer"
PPC044114,"Weco Flange | 3-1/16"" 15K",Valves,092414A10973,Available,"Red Deer"
PPC044117,"Weco Flange | 3-1/16"" 15K",Valves,12141950.0,In-Use,"Grand Prairie"
PPC044307,"Weco Flange | 3-1/16"" 15K",Valves,120218A10041,Available,"Red Deer"
PPC044308,"Weco Flange | 3-1/16"" 15K",Valves,120218A10039,Available,"Grand Prairie"
PPC044309,"Weco Flange | 3-1/16"" 15K",Valves,120218A10040,Available,"Red Deer"
PPC044312,"Weco Flange | 3-1/16"" 15K",Valves,FLB0346,Available,"Grand Prairie"
PPC044314,"Weco Flange | 3-1/16"" 15K",Valves,FLB0348,Available,"Grand Prairie"
PPC044472,"Weco Flange | 3-1/16"" 15K",Valves,FLA0138,Available,"Red Deer"
PPC044473,"Weco Flange | 3-1/16"" 15K",Valves,FLA0139,Available,"Grand Prairie"
PPC044939,"Weco Flange | 3-1/16"" 15K",Valves,YL22071206,Available,"Red Deer"
PPC045043,"Weco Flange | 3-1/16"" 15K",Valves,YB19-074-1-1-25,New,"Red Deer"
PPC045044,"Weco Flange | 3-1/16"" 15K",Valves,YB19-074-1-1-26,New,"Red Deer"
PPC045047,"Weco Flange | 3-1/16"" 15K",Valves,YB19-074-1-1-30,New,"Red Deer"
PPC045055,"Weco Flange | 3-1/16"" 15K",Valves,VB296-33,Available,"Grand Prairie"
PPC045203,"Weco Flange | 3-1/16"" 15K",Valves,11946-2-11,Available,"Red Deer"
"PPC 030311","Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,PA1764,Available,"Grand Prairie"
"PPC 031525","Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,F16666-1-114,Available,"Red Deer"
"PPC 031939","Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H24012-1-051,In-Use,"Red Deer"
PPC044096,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27605-1-002,Available,"Grand Prairie"
PPC044098,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27605-1-004,Available,"Red Deer"
PPC044100,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27605-1-006,In-Use,"Red Deer"
PPC044102,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,45504775-2-43,Available,"Red Deer"
PPC044103,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,45515080-2-7,Available,"Red Deer"
PPC044104,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,45504775-2-30,Available,"Red Deer"
PPC044105,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,45249533.0,Available,"Red Deer"
PPC044106,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,091914A10417,Available,"Red Deer"
PPC044109,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,GNE020223,In-Use,"Red Deer"
PPC044110,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,092309A10029,Available,"Red Deer"
PPC044111,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,EQ16434648,Available,"Red Deer"
PPC044112,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,45504775-2-3,Available,"Red Deer"
PPC044113,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,45515080-2-8,Available,"Red Deer"
PPC044115,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,022315A10129,Available,"Red Deer"
PPC044116,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,121018A10131,In-Use,"Red Deer"
PPC044119,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,121718A10214,Available,"Red Deer"
PPC044257,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27605-1-008,In-Use,"Grand Prairie"
PPC044258,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27605-1-009,Available,"Red Deer"
PPC044259,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27605-1-010,Available,"Grand Prairie"
PPC044260,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-001,Available,"Grand Prairie"
PPC044261,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-002,In-Use,"Red Deer"
PPC044262,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-003,New,"Red Deer"
PPC044263,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-004,New,"Red Deer"
PPC044264,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-005,In-Use,"Red Deer"
PPC044266,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-024,Available,"Grand Prairie"
PPC044461,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLB0300,Available,"Grand Prairie"
PPC044462,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLB0294,Available,"Grand Prairie"
PPC044476,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,120218A10049,Available,"Grand Prairie"
PPC044512,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLB0287,Available,"Red Deer"
PPC044582,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-007,Available,"Red Deer"
PPC044583,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-008,Available,"Red Deer"
PPC044584,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-009,Available,"Red Deer"
PPC044585,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-010,Available,"Red Deer"
PPC044586,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-011,Available,"Red Deer"
PPC044587,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-012,Available,"Red Deer"
PPC044588,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-013,Available,"Red Deer"
PPC044589,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-014,Available,"Red Deer"
PPC044590,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-015,Available,"Red Deer"
PPC044591,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-016,Available,"Red Deer"
PPC044592,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-017,Available,"Red Deer"
PPC044593,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-018,Available,"Red Deer"
PPC044594,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-019,Available,"Red Deer"
PPC044595,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-020,Available,"Red Deer"
PPC044596,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-021,Available,"Red Deer"
PPC044597,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-022,Available,"Red Deer"
PPC044598,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,H27590-1-023,Available,"Grand Prairie"
PPC044938,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,F16666-1-055,Available,"Red Deer"
PPC045033,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLE0866,In-Use,"Red Deer"
PPC045034,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLE0867,New,"Red Deer"
PPC045035,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLE0869,New,"Red Deer"
PPC045037,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLE0875,In-Use,"Red Deer"
PPC045038,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLE0283,New,"Red Deer"
PPC045039,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLE0284,New,"Red Deer"
PPC045040,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLE0296,New,"Red Deer"
PPC045041,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLE0302,New,"Red Deer"
PPC045042,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,FLE0868,Available,"Grand Prairie"
PPC045045,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,YB19-074-1-1-28,Available,"Grand Prairie"
PPC045046,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,YB19-074-1-1-29,Available,"Grand Prairie"
PPC045052,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,VB296-32,Available,"Grand Prairie"
PPC045053,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,VB296-22,In-Use,"Red Deer"
PPC045054,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,VB296-31,Available,"Grand Prairie"
PPC045056,"Weco Flange | 3-1/16"" 15K x 3"" 1502 (F)",Valves,,New,"Red Deer"
